ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _ct_selectsizeguide","Meta: wc_masonry_product_size","Meta: enable_builder","Meta: single_style","Meta: wc_product_video","Meta: _show_countdown","Meta: _file_format","Meta: _file_type","Meta: slide_template","Meta: _wpb_vc_js_status","Meta: snp_p_welcome_popup","Meta: snp_p_exit_popup","Meta: _product_url","Meta: _button_text","Meta: _min_variation_price","Meta: _max_variation_price","Meta: _min_price_variation_id","Meta: _max_price_variation_id","Meta: _min_variation_regular_price","Meta: _max_variation_regular_price","Meta: _min_regular_price_variation_id","Meta: _max_regular_price_variation_id","Meta: _min_variation_sale_price","Meta: _max_variation_sale_price","Meta: _min_sale_price_variation_id","Meta: _max_sale_price_variation_id"
278,variation,,"High Powered Tactical Flashlight",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:277,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,simple,,"Personal Electric Pencil Sharpener",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">HHC cutter technology for longer life</span></li>
 <li><span class=""a-list-item"">Powerful motor for stall-free operation (under normal use)</span></li>
 <li><span class=""a-list-item"">Space-saver compact design</span></li>
 <li><span class=""a-list-item"">Safety switch prevents operation when shavings tray is removed</span></li>
 <li><span class=""a-list-item"">High capacity easy clean shavings tray</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">HHC cutter technology for longer life</span></li>
 <li><span class=""a-list-item"">Powerful motor for stall-free operation (under normal use)</span></li>
 <li><span class=""a-list-item"">Space-saver compact design</span></li>
 <li><span class=""a-list-item"">Safety switch prevents operation when shavings tray is removed</span></li>
 <li><span class=""a-list-item"">High capacity easy clean shavings tray</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,13.12,"Electrical Equipments",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.5.2.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.5.1.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
280,variation,,"Personal Electric Pencil Sharpener",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:279,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,simple,,"Electric Pressure Washer",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">5 Quick-Connect spray tips (0, 15, 25, 40 and soap) tackle light, medium and heavy duty cleaning tasks</span></li>
 <li><span class=""a-list-item"">Powerful 14.5-amp/1800-Watt motor generates up to 2030 PSI/1.76 GPM for maximum cleaning power</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">5 Quick-Connect spray tips (0, 15, 25, 40 and soap) tackle light, medium and heavy duty cleaning tasks</span></li>
 <li><span class=""a-list-item"">Powerful 14.5-amp/1800-Watt motor generates up to 2030 PSI/1.76 GPM for maximum cleaning power</span></li>
 <li><span class=""a-list-item"">TSS (Total Stop System) "" automatically shuts off the pump when trigger is not engaged to save energy and prolong pump life</span></li>
 <li><span class=""a-list-item"">Dual detergent tanks - two 0.9 L onboard, removable tanks carry and store different types of detergent to simultaneously tackle different cleaning projects</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,146.22,"Electrical Equipments",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.6.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.6.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
282,variation,,"Electric Pressure Washer",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:281,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,simple,,"O2COOL 5-Inch Portable Fan",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Powerful two speed offers quiet cooling</span></li>
 <li><span class=""a-list-item"">Tilts for directional air flow</span></li>
 <li><span class=""a-list-item"">Compact folding design makes it great for travel; easy to carry and store</span></li>
 <li><span class=""a-list-item"">Perfect for office, camping and outdoor activites</span></li>
 <li><span class=""a-list-item"">Uses 2 D-Cell batteries (not included)</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Powerful two speed offers quiet cooling</span></li>
 <li><span class=""a-list-item"">Tilts for directional air flow</span></li>
 <li><span class=""a-list-item"">Compact folding design makes it great for travel; easy to carry and store</span></li>
 <li><span class=""a-list-item"">Perfect for office, camping and outdoor activites</span></li>
 <li><span class=""a-list-item"">Uses 2 D-Cell batteries (not included)</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,3.69,12.69,"Electrical Equipments",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.7.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.7.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
284,variation,,"O2COOL 5-Inch Portable Fan",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:283,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,simple,,"O2COOL 10-Inch Portable Fan",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Powerful two speed offers quiet cooling</span></li>
 <li><span class=""a-list-item"">Tilts for directional air flow</span></li>
 <li><span class=""a-list-item"">Compact folding design makes it great for travel; easy to carry and store</span></li>
 <li><span class=""a-list-item"">Perfect for office, camping and outdoor activites</span></li>
 <li><span class=""a-list-item"">Uses 2 D-Cell batteries (not included)</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Powerful two speed offers quiet cooling</span></li>
 <li><span class=""a-list-item"">Tilts for directional air flow</span></li>
 <li><span class=""a-list-item"">Compact folding design makes it great for travel; easy to carry and store</span></li>
 <li><span class=""a-list-item"">Perfect for office, camping and outdoor activites</span></li>
 <li><span class=""a-list-item"">Uses 2 D-Cell batteries (not included)</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,3.69,12.69,"Electrical Equipments",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.8.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.8.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
286,variation,,"O2COOL 10-Inch Portable Fan",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:285,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,simple,,"Printing Hooded Sweatshirt",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Fabric: 100%Cotton</span></li>
 <li><span class=""a-list-item"">Drawstring hoodie and Pocket at front design</span></li>
 <li><span class=""a-list-item"">Must-have for fair lady women's girls sweatshirts with casual and basic style</span></li>
 <li><span class=""a-list-item"">Please Refer To Our Detailed Size Chart below the product description Before You Purchase.</span></li>
 <li><span class=""a-list-item"">FREE shipping by USPS delivery in 7-15 working days. Sold only by CUPSHE FASHION,other sellers sold fake with poor quality and different size from us.</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Fabric: 100%Cotton</span></li>
 <li><span class=""a-list-item"">Drawstring hoodie and Pocket at front design</span></li>
 <li><span class=""a-list-item"">Must-have for fair lady women's girls sweatshirts with casual and basic style</span></li>
 <li><span class=""a-list-item"">Please Refer To Our Detailed Size Chart below the product description Before You Purchase.</span></li>
 <li><span class=""a-list-item"">FREE shipping by USPS delivery in 7-15 working days. Sold only by CUPSHE FASHION,other sellers sold fake with poor quality and different size from us.</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,24.99,"Fashion &amp; Clothing",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.1.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.1.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
288,variation,,"Printing Hooded Sweatshirt",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:287,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,variable,,"Tie Dyed Hankerchief",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li class=""showHiddenFeatureBullets""><span class=""a-list-item"">The Tropical Coconut bath and body spa set comes in a modern looking natural wood liquor caddy. This item is a unique gift that can be used in a conference room, kitchen and contemporary bathroom.</span></li>
 <li class=""showHiddenFeatureBullets""><span class=""a-list-item"">Contains: 200ml shower gel. 200ml bubble bath, 260g bath salts, 200ml body butter, 200ml body scrub, 200ml body lotion, ribbon &amp; tag.</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li class=""showHiddenFeatureBullets""><span class=""a-list-item"">The Tropical Coconut bath and body spa set comes in a modern looking natural wood liquor caddy. This item is a unique gift that can be used in a conference room, kitchen and contemporary bathroom.</span></li>
 <li class=""showHiddenFeatureBullets""><span class=""a-list-item"">Contains: 200ml shower gel. 200ml bubble bath, 260g bath salts, 200ml body butter, 200ml body scrub, 200ml body lotion, ribbon &amp; tag.</span></li>
 <li class=""showHiddenFeatureBullets""><span class=""a-list-item"">Color: cream, brown, beige</span></li>
 <li class=""showHiddenFeatureBullets""><span class=""a-list-item"">About fragrance :Malo, Hawaii coconut tropical isle! These exotic warm blends of milky cream coconut is a skin saving miracle. Coconut, referred as the tree of life, is loaded with essential vitamin oils leaving radiant silky skin which creates harmony and replenishment to body and mind</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,,"Fashion &amp; Clothing",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.2.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.3.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.4.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.8.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.7.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.6.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.5.jpg",,,,,,,,,0,Colors,"Blue, Red, Violet",1,1,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",15.99,15.99,357,357,15.99,15.99,357,357,,,,
308,variation,,"Tie Dyed Hankerchief - Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,15.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.2.3.jpg,,,id:307,,,,,,1,Colors,Blue,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,simple,,"V Neck Plaid High Low Shirt",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Fabric: 90%Cotton,10%Polyester</span></li>
 <li><span class=""a-list-item"">Plaid pattern, V neck and High low design</span></li>
 <li><span class=""a-list-item"">Must-have for fair lady women's girls top with casual and basic style</span></li>
 <li><span class=""a-list-item"">Please Refer To Our Detailed Size Chart below the product description Before You Purchase.</span></li>
 <li><span class=""a-list-item"">FREE shipping by USPS within 9-15 working days . Sold only by CUPSHE FASHION,other sellers sold fake with poor quality and different size from us</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Fabric: 90%Cotton,10%Polyester</span></li>
 <li><span class=""a-list-item"">Plaid pattern, V neck and High low design</span></li>
 <li><span class=""a-list-item"">Must-have for fair lady women's girls top with casual and basic style</span></li>
 <li><span class=""a-list-item"">Please Refer To Our Detailed Size Chart below the product description Before You Purchase.</span></li>
 <li><span class=""a-list-item"">FREE shipping by USPS within 9-15 working days . Sold only by CUPSHE FASHION,other sellers sold fake with poor quality and different size from us</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,24.99,"Fashion &amp; Clothing",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.3.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.3.2.jpg",,,,,,,,,0,Size,"Large, Medium, Small",1,1,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
310,variation,,"V Neck Plaid High Low Shirt",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:309,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,simple,,"Pullover Hoodie Sweatshirt",1,1,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Fabric:30%Polyester,70%Cotton</span></li>
 <li><span class=""a-list-item"">Arrow printing, Round neck and Raglan sleeve design to make you attractive</span></li>
 <li><span class=""a-list-item"">Must-have for fair lady women's girls top with casual and basic style</span></li>
 <li><span class=""a-list-item"">Please refer to our detailed size chart below the product description before you purchase.</span></li>
 <li><span class=""a-list-item"">FREE shipping by Fedex or USPS within 3-7 working days from US warehouse. Sold only by CUPSHE FASHION,other sellers sold fake with poor quality and different size from us.</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Fabric:30%Polyester,70%Cotton</span></li>
 <li><span class=""a-list-item"">Arrow printing, Round neck and Raglan sleeve design to make you attractive</span></li>
 <li><span class=""a-list-item"">Must-have for fair lady women's girls top with casual and basic style</span></li>
 <li><span class=""a-list-item"">Please refer to our detailed size chart below the product description before you purchase.</span></li>
 <li><span class=""a-list-item"">FREE shipping by Fedex or USPS within 3-7 working days from US warehouse. Sold only by CUPSHE FASHION,other sellers sold fake with poor quality and different size from us.</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,28.99,"Fashion &amp; Clothing",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.4.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.4.2.jpg",,,,,,,,,0,Size,"Large, Medium, Small",1,1,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
312,variation,,"Pullover Hoodie Sweatshirt",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:311,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,simple,,"Sweatshirt Sportwear Pullover",1,1,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Due to the light and screen difference, the item's color may be slightly different from the pictures. Please understand. Make sure you don't mind before you bid.</span></li>
 <li><span class=""a-list-item"">Printed,snowflake for Christmas.Comfort wear,for long, durable use.</span></li>
 <li><span class=""a-list-item"">Great for the casual work place and everyday wear.</span></li>
 <li><span class=""a-list-item"">Machine washable/hand wash in cold water.</span></li>
 <li><span class=""a-list-item"">please compare the detail sizes with yours before you buy !!! Please allow 2-3 cm differs due to manual measurement</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Due to the light and screen difference, the item's color may be slightly different from the pictures. Please understand. Make sure you don't mind before you bid.</span></li>
 <li><span class=""a-list-item"">Printed,snowflake for Christmas.Comfort wear,for long, durable use.</span></li>
 <li><span class=""a-list-item"">Great for the casual work place and everyday wear.</span></li>
 <li><span class=""a-list-item"">Machine washable/hand wash in cold water.</span></li>
 <li><span class=""a-list-item"">please compare the detail sizes with yours before you buy !!! Please allow 2-3 cm differs due to manual measurement</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,32.99,"Fashion &amp; Clothing",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.5.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.5.2.jpg",,,,,,,,,0,Size,"Large, Medium, Small",1,1,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
314,variation,,"Sweatshirt Sportwear Pullover",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:313,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,simple,,"Military Anorak Safari Jacket",1,1,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">100% Cotton</span></li>
 <li><span class=""a-list-item"">Lightweight, soft cotton material for comfort / Zip up and snap button closure</span></li>
 <li><span class=""a-list-item"">Zipper detail on chest</span></li>
 <li><span class=""a-list-item"">Adjustable drawstring on waist / Hoodie attached / 2 Pockets with button closure</span></li>
 <li><span class=""a-list-item"">Hand wash cold / Do not bleach / Low iron / Do not dry clean / Line dry</span></li>
 <li><span class=""a-list-item"">Please look at the measurements below for guidance</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">100% Cotton</span></li>
 <li><span class=""a-list-item"">Lightweight, soft cotton material for comfort / Zip up and snap button closure</span></li>
 <li><span class=""a-list-item"">Zipper detail on chest</span></li>
 <li><span class=""a-list-item"">Adjustable drawstring on waist / Hoodie attached / 2 Pockets with button closure</span></li>
 <li><span class=""a-list-item"">Hand wash cold / Do not bleach / Low iron / Do not dry clean / Line dry</span></li>
 <li><span class=""a-list-item"">Please look at the measurements below for guidance</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,14.35,26.64,"Fashion &amp; Clothing",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.7.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.7.2.jpg",,,,,,,,,0,Size,"Large, Medium, Small",1,1,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
316,variation,,"Military Anorak Safari Jacket",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:315,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,simple,,"Spa Gift Basket",1,0,visible,"Spa Gift Basket with Refreshing Ocean Bliss Fragrance - Perfect Christmas or Special Occasion Gift for Men and Women - Bath Gift Set Includes Shower Gel, Bubble Bath, Bath Salts, Bath Bombs and More!","COMPLETE 100% CRUELTY FREE SPA GIFT SET: With this luxury bath set, youll have everything you need for a seductively relaxing experience in the tub. This spa gift basket for women and men contains a 230ml shower gel, 230ml bubble bath, 50ml body scrub, 100g bath crystals, 4 x 15g bath fizzers, and 1 exfoliating sponge. This product has not been tested on animals.",,,taxable,,1,,0,0,,,,,1,,,39.99,"Gifts &amp; Souvernirs",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.1.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.1.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
318,variation,,"Spa Gift Basket",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:317,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,simple,,"Tropical Milky Coconut bath",1,0,visible,"Spa Gift Basket with Refreshing Ocean Bliss Fragrance - Perfect Christmas or Special Occasion Gift for Men and Women - Bath Gift Set Includes Shower Gel, Bubble Bath, Bath Salts, Bath Bombs and More!","COMPLETE 100% CRUELTY FREE SPA GIFT SET: With this luxury bath set, youll have everything you need for a seductively relaxing experience in the tub. This spa gift basket for women and men contains a 230ml shower gel, 230ml bubble bath, 50ml body scrub, 100g bath crystals, 4 x 15g bath fizzers, and 1 exfoliating sponge. This product has not been tested on animals.",,,taxable,,1,,0,0,,,,,1,,,29.99,"Gifts &amp; Souvernirs",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.2.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.2.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
336,variation,,"Tropical Milky Coconut bath",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:335,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,simple,,"Ranch Rewards Holiday Candy",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Festive holiday treats make a great gift for naughty and nice dogs alike</span></li>
 <li><span class=""a-list-item"">Holiday-inspired rawhide features a classic candy cane shape</span></li>
 <li><span class=""a-list-item"">Made of rawhide that naturally cleans teeth as dogs chew</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Festive holiday treats make a great gift for naughty and nice dogs alike</span></li>
 <li><span class=""a-list-item"">Holiday-inspired rawhide features a classic candy cane shape</span></li>
 <li><span class=""a-list-item"">Made of rawhide that naturally cleans teeth as dogs chew</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,29.99,"Gifts &amp; Souvernirs",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.3.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.3.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
339,variation,,"Ranch Rewards Holiday Candy",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:338,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,simple,,"Winter Grosgrain Ribbon",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Designs are printed on one side of grosgrain ribbon</span></li>
 <li><span class=""a-list-item"">Christmas trees, candy canes, peppermints etc. Great for your holiday projects</span></li>
 <li><span class=""a-list-item"">Great for hair bows, korders, hairbow clips, woven headbands, scrapbooking and many other projects.</span></li>
 <li><span class=""a-list-item"">Comes in Vibrant Solid Colors</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Designs are printed on one side of grosgrain ribbon</span></li>
 <li><span class=""a-list-item"">Christmas trees, candy canes, peppermints etc. Great for your holiday projects</span></li>
 <li><span class=""a-list-item"">Great for hair bows, korders, hairbow clips, woven headbands, scrapbooking and many other projects.</span></li>
 <li><span class=""a-list-item"">Comes in Vibrant Solid Colors</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,16.99,"Gifts &amp; Souvernirs",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.4.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/7.4.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",29.99,29.99,274,274,29.99,29.99,274,274,,,,
341,variation,,"Winter Grosgrain Ribbon",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/1.2.2.jpg,,,id:340,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
